"id","name","number_of_seasons","number_of_episodes","original_language","vote_average","overview","adult","first_air_date","last_air_date","homepage","in_production","popularity","type","status","tagline","genres","created_by","languages","networks","origin_country","spoken_languages","production_companies","production_countries","episode_run_time"
1399,Game of Thrones,8,73,en,8.442,"Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.",False,"2011-04-17","2019-05-19",http://www.hbo.com/game-of-thrones,False,1083.917,Scripted,Ended,Winter Is Coming,"Sci-Fi & Fantasy, Drama, Action & Adventure","David Benioff, D.B. Weiss",en,HBO,US,English,"Revolution Sun Studios, Television 360, Generator Entertainment, Bighead Littlehead","United Kingdom, United States of America",0
71446,Money Heist,3,41,es,8.257000000000001,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",False,"2017-05-02","2021-12-03",https://www.netflix.com/title/80192098,False,96.354,Scripted,Ended,The perfect robbery.,"Crime, Drama",Álex Pina,es,"Netflix, Antena 3",ES,Español,Vancouver Media,Spain,70
66732,Stranger Things,4,34,en,8.623999999999999,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",False,"2016-07-15","2022-07-01",https://www.netflix.com/title/80057281,True,185.71099999999998,Scripted,Returning Series,Every ending has a beginning.,"Drama, Sci-Fi & Fantasy, Mystery","Matt Duffer, Ross Duffer",en,Netflix,US,English,"21 Laps Entertainment, Monkey Massacre Productions",United States of America,0
1402,The Walking Dead,11,177,en,8.121,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,False,"2010-10-31","2022-11-20",http://www.amc.com/shows/the-walking-dead--1002293,False,489.746,Scripted,Ended,Fight the dead. Fear the living.,"Action & Adventure, Drama, Sci-Fi & Fantasy",Frank Darabont,en,AMC,US,English,"AMC Studios, Circle of Confusion, Valhalla Motion Pictures, Darkwoods Productions, Skybound Entertainment, Idiotbox",United States of America,42
63174,Lucifer,6,93,en,8.486,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",False,"2016-01-25","2021-09-10",https://www.netflix.com/title/80057918,False,416.668,Scripted,Ended,It's good to be bad.,"Crime, Sci-Fi & Fantasy",Tom Kapinos,en,"FOX, Netflix",US,English,"Warner Bros. Television, DC Entertainment, Jerry Bruckheimer Television, DC Vertigo",United States of America,45
69050,Riverdale,7,137,en,8.479,"Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdale’s wholesome facade.",False,"2017-01-26","2023-08-23",http://www.cwtv.com/shows/riverdale/,False,143.75,Scripted,Ended,"To save the future, they must survive the past.","Crime, Drama, Mystery",Roberto Aguirre-Sacasa,en,The CW,US,English,"Warner Bros. Television, Berlanti Productions, CBS Studios, Archie Comics",United States of America,45
93405,Squid Game,2,9,ko,7.831,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",False,"2021-09-17","2021-09-17",https://www.netflix.com/title/81040344,True,115.58700000000002,Scripted,Returning Series,"45.6 billion won is child's play","Action & Adventure, Mystery, Drama",Hwang Dong-hyuk,"en, ko, ur",Netflix,KR,"English, 한국어/조선말, اردو","Siren Pictures, Firstman Studio",South Korea,0
1396,Breaking Bad,5,62,en,8.89,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",False,"2008-01-20","2013-09-29",http://www.amc.com/shows/breaking-bad,False,247.632,Scripted,Ended,Change the equation.,"Drama, Crime",Vince Gilligan,"en, de, es",AMC,US,"English, Deutsch, Español","Sony Pictures Television Studios, High Bridge Productions, Gran Via Productions",United States of America,0
71712,The Good Doctor,6,116,en,8.503,"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",False,"2017-09-25","2023-05-01",https://abc.com/shows/the-good-doctor,True,681.6139999999999,Scripted,Returning Series,Everyone operates differently.,Drama,David Shore,en,ABC,US,English,"ABC Studios, 3AD, Sony Pictures Television Studios",United States of America,43
85271,WandaVision,1,9,en,8.3,Wanda Maximoff and Vision—two super-powered beings living idealized suburban lives—begin to suspect that everything is not as it seems.,False,"2021-01-15","2021-03-05",https://www.disneyplus.com/series/wandavision/4SrN28ZjDLwH,False,62.89300000000001,Miniseries,Ended,Experience a new vision of reality.,"Sci-Fi & Fantasy, Mystery, Drama",Jac Schaeffer,en,Disney+,US,English,Marvel Studios,United States of America,0
60735,The Flash,9,184,en,7.797,"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash.",False,"2014-10-07","2023-05-24",http://www.cwtv.com/shows/the-flash/,False,319.767,Scripted,Ended,The fastest man alive.,"Drama, Sci-Fi & Fantasy","Greg Berlanti, Geoff Johns, Andrew Kreisberg",en,The CW,US,English,"Warner Bros. Television, Berlanti Productions, DC Entertainment",United States of America,44
1418,The Big Bang Theory,12,279,en,7.879,Physicists Leonard and Sheldon find their nerd-centric social circle with pals Howard and Raj expanding when aspiring actress Penny moves in next door.,False,"2007-09-24","2019-05-16",http://www.cbs.com/shows/big_bang_theory/,False,344.121,Scripted,Ended,Smart is the new sexy.,Comedy,"Chuck Lorre, Bill Prady",en,CBS,US,English,"Chuck Lorre Productions, Warner Bros. Television",United States of America,22
84958,Loki,2,12,en,8.2,"After stealing the Tesseract during the events of “Avengers: Endgame,” an alternate version of Loki is brought to the mysterious Time Variance Authority, a bureaucratic organization that exists outside of time and space and monitors the timeline. They give Loki a choice: face being erased from existence due to being a “time variant” or help fix the timeline and stop a greater threat.",False,"2021-06-09","2021-07-14",https://www.disneyplus.com/series/wp/6pARMvILBGzF,True,276.759,Scripted,Returning Series,Loki's time has come.,"Drama, Sci-Fi & Fantasy",Michael Waldron,en,Disney+,US,English,Marvel Studios,United States of America,52
1416,Grey's Anatomy,19,419,en,8.253,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,False,"2005-03-27","2023-05-18",https://abc.com/shows/greys-anatomy,True,1647.218,Scripted,Returning Series,Begin again.,Drama,Shonda Rhimes,en,ABC,US,English,"The Mark Gordon Company, ShondaLand, ABC Studios, Touchstone Television",United States of America,43
82856,The Mandalorian,3,24,en,8.5,"After the fall of the Galactic Empire, lawlessness has spread throughout the galaxy. A lone gunfighter makes his way through the outer reaches, earning his keep as a bounty hunter.",False,"2019-11-12","2023-04-19",https://www.disneyplus.com/series/the-mandalorian/3jLIGMDYINqD,True,154.48,Scripted,Returning Series,Bounty hunting is a complicated profession.,"Sci-Fi & Fantasy, Action & Adventure, Drama",Jon Favreau,en,Disney+,US,English,"Lucasfilm Ltd., Golem Creations, Fairview Entertainment",United States of America,0
456,The Simpsons,35,762,en,7.999,"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.",False,"1989-12-17","2023-10-01",https://www.fox.com/the-simpsons/,True,439.488,Scripted,Returning Series,Putting the Fun back in Dysfunctional!,"Family, Animation, Comedy",Matt Groening,en,FOX,US,English,"Gracie Films, 20th Century Fox Television, 20th Television Animation, 20th Television",United States of America,22
85552,Euphoria,2,16,en,8.353,"A group of high school students navigate love and friendships in a world of drugs, sex, trauma, and social media.",False,"2019-06-16","2022-02-27",https://www.hbo.com/euphoria,True,197.456,Scripted,Returning Series,Remember this feeling.,"Drama, Crime",Sam Levinson,en,HBO,US,English,"A24, The Reasonable Bunch, Little Lamb Productions, DreamCrew, Tiny Goat, HBO, ADD Content Agency, HOT, Tedy Productions","Israel, United States of America",60
75006,The Umbrella Academy,4,32,en,8.604,"A dysfunctional family of superheroes comes together to solve the mystery of their father's death, the threat of the apocalypse and more.",False,"2019-02-15","2022-06-22",https://www.netflix.com/title/80186863,True,51.858999999999995,Scripted,Returning Series,Too many siblings. Not enough timeline.,"Action & Adventure, Sci-Fi & Fantasy, Drama",Steve Blackman,en,Netflix,US,English,"Dark Horse Entertainment, UCP","Canada, United States of America",0
60574,Peaky Blinders,6,36,en,8.546000000000001,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",False,"2013-09-12","2022-04-03",https://www.bbc.co.uk/programmes/b045fz8r,False,344.477,Scripted,Ended,London's for the taking,"Drama, Crime",Steven Knight,en,"BBC One, BBC Two",GB,English,"Tiger Aspect, BBC Studios, Caryn Mandabach Productions, Screen Yorkshire",United Kingdom,58
76669,Elite,7,49,es,8.071000000000002,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",False,"2018-10-05","2022-11-18",https://www.netflix.com/title/80200942,True,100.711,Scripted,Returning Series,"","Crime, Mystery, Drama","Carlos Montero, Darío Madrona",es,Netflix,ES,Español,Zeta Studios,Spain,50
76479,The Boys,4,32,en,8.474,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,False,"2019-07-25","2022-07-07",https://www.amazon.com/dp/B0875L45GK,True,256.856,Scripted,Returning Series,Never meet your heroes.,"Sci-Fi & Fantasy, Action & Adventure",Eric Kripke,en,Prime Video,US,English,"Amazon Studios, Original Film, Sony Pictures Television Studios, Kripke Enterprises, Point Grey Pictures, Kickstart, NightSky Productions",United States of America,60
60625,Rick and Morty,7,71,en,8.7,"Rick is a mentally-unbalanced but scientifically gifted old man who has recently reconnected with his family. He spends most of his time involving his young grandson Morty in dangerous, outlandish adventures throughout space and alternate universes. Compounded with Morty's already unstable family life, these events cause Morty much distress at home and school.",False,"2013-12-02","2022-12-11",http://www.adultswim.com/videos/rick-and-morty,True,429.0469999999999,Scripted,Returning Series,"Science makes sense, family doesn't.","Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure","Dan Harmon, Justin Roiland",en,Adult Swim,US,English,"Williams Street, Harmonious Claptrap, Justin Roiland's Solo Vanity Card Productions, Starburns Industries, Green Portal Productions",United States of America,22
18165,The Vampire Diaries,8,171,en,8.337,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",False,"2009-09-10","2017-03-10",http://www.cwtv.com/shows/the-vampire-diaries,False,633.313,Scripted,Ended,You remember your first kiss forever... and ever.,"Drama, Sci-Fi & Fantasy","Kevin Williamson, Julie Plec",en,The CW,US,English,"Warner Bros. Television, Alloy Entertainment, Outerbanks Entertainment, Bonanza Productions, CBS Studios",United States of America,43
88396,The Falcon and the Winter Soldier,1,6,en,7.693,"Following the events of “Avengers: Endgame”, the Falcon, Sam Wilson and the Winter Soldier, Bucky Barnes team up in a global adventure that tests their abilities, and their patience.",False,"2021-03-19","2021-04-23",https://www.disneyplus.com/series/the-falcon-and-the-winter-soldier/4gglDBMx8icA,False,35.521,Miniseries,Ended,Honor the shield.,"Action & Adventure, Drama",Malcolm Spellman,en,Disney+,US,English,Marvel Studios,United States of America,50
31910,Naruto Shippūden,20,500,ja,8.6,"After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work. It will not be easy though as he has amassed a few more dangerous enemies, in the likes of the shinobi organization; Akatsuki.",False,"2007-02-15","2017-03-23",http://www.tv-tokyo.co.jp/anime/naruto/,False,128.823,Scripted,Ended,"","Animation, Action & Adventure, Sci-Fi & Fantasy","",ja,TV Tokyo,JP,日本語,"TV Tokyo, Pierrot, Sound Box",Japan,25
48866,The 100,7,100,en,7.9159999999999995,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.",False,"2014-03-19","2020-09-30",http://www.cwtv.com/shows/the-100/,False,127.224,Scripted,Ended,Survival isn't who you are. It's who you become.,"Sci-Fi & Fantasy, Drama, Action & Adventure",Jason Rothenberg,en,The CW,US,English,"Warner Bros. Television, Alloy Entertainment, Bonanza Productions, CBS Studios",United States of America,43
119051,Wednesday,2,8,en,8.547999999999998,"Wednesday Addams is sent to Nevermore Academy, a bizarre boarding school where she attempts to master her psychic powers, stop a monstrous killing spree of the town citizens, and solve the supernatural mystery that affected her family 25 years ago — all while navigating her new relationships.",False,"2022-11-23","2022-11-23",https://www.netflix.com/title/81231974,True,164.275,Scripted,Returning Series,"Smart, sarcastic and a little dead inside.","Sci-Fi & Fantasy, Mystery, Comedy","Miles Millar, Alfred Gough",en,Netflix,US,English,"MGM Television, Millar Gough Ink, Toluca Pictures",United States of America,0
1668,Friends,10,228,en,8.443999999999999,"Six young people from New York City, on their own and struggling to survive in the real world, find the companionship, comfort and support they get from each other to be the perfect antidote to the pressures of life.",False,"1994-09-22","2004-05-06",https://www.netflix.com/title/70153404,False,214.333,Scripted,Ended,I'll be there for you,Comedy,"Marta Kauffman, David Crane",en,NBC,US,English,"Warner Bros. Television, Bright/Kauffman/Crane Productions",United States of America,25
1622,Supernatural,15,327,en,8.303999999999998,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",False,"2005-09-13","2020-11-19","",False,439.934,Scripted,Ended,Between darkness and deliverance,"Drama, Mystery, Sci-Fi & Fantasy",Eric Kripke,en,"The WB, The CW",US,English,"Kripke Enterprises, Supernatural Films, Wonderland Sound and Vision, Warner Bros. Television",United States of America,45
81356,Sex Education,4,32,en,8.303999999999998,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,False,"2019-01-11","2023-09-21",https://www.netflix.com/title/80197526,False,1008.9770000000001,Scripted,Ended,Growth is a group project.,"Comedy, Drama",Laurie Nunn,en,Netflix,GB,English,Eleven,United Kingdom,0
44217,Vikings,6,89,en,8.086,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",False,"2013-03-03","2020-12-30",http://www.history.com/shows/vikings,False,294.196,Scripted,Ended,"","Action & Adventure, Drama, War & Politics",Michael Hirst,en,"Prime Video, History",CA,English,"Shaw Media, World 2000 Entertainment, Take 5 Productions","Canada, Ireland",44
70523,Dark,3,26,de,8.432,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,False,"2017-12-01","2020-06-27",https://www.netflix.com/title/80100172,False,86.861,Scripted,Ended,Everything is connected,"Drama, Sci-Fi & Fantasy, Mystery","Baran bo Odar, Jantje Friese",de,Netflix,DE,Deutsch,Wiedemann & Berg Television,Germany,53
1408,House,8,177,en,8.595,"Dr. Gregory House, a drug-addicted, unconventional, misanthropic medical genius, leads a team of diagnosticians at the fictional Princeton–Plainsboro Teaching Hospital in New Jersey.",False,"2004-11-16","2012-05-21",https://www.nbc.com/house,False,239.575,Scripted,Ended,Genius has side effects.,"Drama, Mystery",David Shore,en,FOX,US,English,"Universal Television, Bad Hat Harry Productions, Heel & Toe Films, Shore Z Productions",United States of America,44
77169,Cobra Kai,6,50,en,8.22,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",False,"2018-05-02","2022-09-09",https://www.netflix.com/title/81002370,True,118.256,Scripted,Returning Series,Cobra Kai never dies.,"Action & Adventure, Drama, Comedy","Jon Hurwitz, Hayden Schlossberg, Josh Heald",en,"Netflix, YouTube Premium",US,English,"Hurwitz & Schlossberg Productions, Sony Pictures Television Studios, Overbrook Entertainment",United States of America,30
85937,Demon Slayer: Kimetsu no Yaiba,5,55,ja,8.7,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",False,"2019-04-06","2023-06-18",https://kimetsu.com/anime,True,82.89,Scripted,Returning Series,"","Animation, Action & Adventure, Sci-Fi & Fantasy","",ja,"Fuji TV, Gunma TV, Tokyo MX, BS11, Tokai Television Broadcasting, Kansai TV, Tochigi TV, Fukui TV, Hokkaido Cultural Broadcasting, Iwate Menkoi Television, Television Oita System, Sendai Television, SAGA TV, Ishikawa TV, Television Nishinippon, OHK, Kochi Sun Sun Broadcasting, Television Shin Hiroshima System, TV Shizuoka, UMK TV Miyazaki, NST, NBS, Sakuranbo TV, TSK, Ehime Broadcasting, KTS, Fukushima TV, NIB, AKT, Toyama Television, TV Kumamoto, Okinawa Television Broadcasting",JP,日本語,"ufotable, Aniplex, Shueisha",Japan,24
1412,Arrow,8,170,en,6.792999999999999,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",False,"2012-10-10","2020-01-28",http://www.cwtv.com/shows/arrow,False,174.419,Scripted,Ended,Heroes fall. Legends rise.,"Crime, Drama, Mystery, Action & Adventure","Greg Berlanti, Marc Guggenheim, Andrew Kreisberg",en,The CW,US,English,"Berlanti Productions, DC Entertainment, Warner Bros. Television",United States of America,42
1429,Attack on Titan,4,87,ja,8.657,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",False,"2013-04-07","2022-04-04",https://shingeki.tv/,True,55.41600000000001,Scripted,Returning Series,"","Sci-Fi & Fantasy, Animation, Action & Adventure","",ja,"MBS, NHK G, Tokyo MX",JP,日本語,"Production I.G, MAPPA, WIT STUDIO, Pony Canyon, Techno Sound, Kodansha, dentsu, MBS, Pony Canyon Enterprise",Japan,0
87108,Chernobyl,1,5,en,8.649,The true story of one of the worst man-made catastrophes in history: the catastrophic nuclear accident at Chernobyl. A tale of the brave men and women who sacrificed to save Europe from unimaginable disaster.,False,"2019-05-06","2019-06-03",https://www.hbo.com/chernobyl,False,67.44500000000001,Miniseries,Ended,What is the cost of lies?,Drama,Craig Mazin,en,HBO,US,English,"SISTER, The Mighty Mint, Word Games","United Kingdom, United States of America",0
1413,American Horror Story,12,130,en,8.145,"An anthology horror drama series centering on different characters and locations, including a house with a murderous past, an asylum, a witch coven, a freak show, a hotel, a farmhouse in Roanoke, a cult, the apocalypse and a summer camp.",False,"2011-10-05","2023-09-27",https://www.fxnetworks.com/shows/american-horror-story,True,254.73499999999999,Scripted,Returning Series,What to suspect when you're expecting.,"Drama, Mystery, Sci-Fi & Fantasy","Ryan Murphy, Brad Falchuk",en,FX,US,English,"Ryan Murphy Productions, Brad Falchuk Teley-vision, 20th Television, 20th Century Fox Television, Anthony Hemingway Productions",United States of America,0
46260,Naruto,4,220,ja,8.36,"In another world, ninja are the ultimate power, and in the Village Hidden in the Leaves live the stealthiest ninja in the land. Twelve years earlier, the fearsome Nine-Tailed Fox terrorized the village and claimed many lives before it was subdued and its spirit sealed within the body of a baby boy. That boy, Naruto Uzumaki, has grown up to become a ninja-in-training who's more interested in pranks than in studying ninjutsu.. but Naruto is determined to become the greatest ninja ever!",False,"2002-10-03","2007-02-08",http://www.tv-tokyo.co.jp/anime/naruto2002/,False,135.573,Scripted,Ended,"","Animation, Action & Adventure, Sci-Fi & Fantasy","",ja,TV Tokyo,JP,日本語,"Pierrot, Sound Box",Japan,24
71912,The Witcher,3,24,en,8.132000000000001,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",False,"2019-12-20","2023-07-27",https://www.netflix.com/title/80189685,True,240.462,Scripted,Returning Series,Destiny is a beast.,"Drama, Action & Adventure, Sci-Fi & Fantasy",Lauren Schmidt Hissrich,en,Netflix,US,English,"Sean Daniel Company, Platige Image, Hivemind, Little Schmidt Productions, Platige Films","Poland, United States of America",0
12637,Rebelde,3,441,es,8.433,Six teenagers with different lives and personalities attend a prominent private school with only one thing in common: their vocation and passion for music.,False,"2004-10-04","2006-06-09",https://vix.com/es-es/detail/series-554,False,92.914,Scripted,Ended,"","Comedy, Soap, Drama",Cris Morena,es,"Univision, Las Estrellas",MX,Español,Televisa,Mexico,42
63247,Westworld,4,36,en,8.075,"A dark odyssey about the dawn of artificial consciousness and the evolution of sin. Set at the intersection of the near future and the reimagined past, it explores a world in which every human appetite, no matter how noble or depraved, can be indulged.",False,"2016-10-02","2022-08-14",http://www.hbo.com/westworld,False,66.988,Scripted,Canceled,These violent delights have violent ends.,"Sci-Fi & Fantasy, Western","Jonathan Nolan, Lisa Joy",en,HBO,US,English,"Warner Bros. Television, Jerry Weintraub Productions, Bad Robot, Kilter Films",United States of America,60
82883,The Act,1,8,en,7.57,"A seasonal anthology series that tells startling, stranger-than-fiction true crime stories with the first season following Gypsy Blanchard, a girl trying to escape the toxic relationship she has with her overprotective mother.",False,"2019-03-20","2019-05-01",https://www.hulu.com/the-act,False,20.258,Scripted,Ended,Seeing is deceiving.,"Drama, Crime","Nick Antosca, Michelle Dean",en,Hulu,US,English,"UCP, Eat the Cat",United States of America,53
19885,Sherlock,4,12,en,8.537,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,False,"2010-07-25","2017-01-15",http://www.bbc.co.uk/programmes/b018ttws,False,71.224,Scripted,Ended,A new sleuth for the 21st century.,"Crime, Drama, Mystery","Mark Gatiss, Steven Moffat",en,BBC One,GB,English,"Hartswood Films, BBC Wales, Masterpiece","United Kingdom, United States of America",90
62104,The Seven Deadly Sins,4,96,ja,8.462,"The “Seven Deadly Sins”—a group of evil knights who conspired to overthrow the kingdom of Britannia—were said to have been eradicated by the Holy Knights, although some claim that they still live. Ten years later, the Holy Knights have staged a Coup d'état and assassinated the king, becoming the new, tyrannical rulers of the kingdom. Elizabeth, the king's only daughter, sets out on a journey to find the “Seven Deadly Sins,” and to enlist their help in taking back the kingdom.",False,"2014-10-05","2021-06-23",http://www.7-taizai.net,False,10.059000000000001,Scripted,Ended,"","Action & Adventure, Animation, Sci-Fi & Fantasy","",ja,"tv asahi, MBS, TV Tokyo, TBS, CBC, TV Aichi, TVQ, TV Osaka, Tulip Television, TVh, SBC, TSC, BSN, tys, Nagasaki Broadcasting Company, HBC, RKK Kumamoto Broadcasting, i-Television, SBS TV, IBC Iwate Broadcasting, Broadcasting System of San-in, Hokuriku Broadcasting, Oita Broadcasting System, TV-U Fukushima, RSK, TV-U Yamagata, Tohoku Broadcasting, RKB, TV Kochi Broadcasting, Ryukyu Broadcasting, TV Yamanashi, RCC, MRT Miyazaki Broadcasting, ATV, MBC South Japan Broadcasting",JP,日本語,"A-1 Pictures, Studio Deen",Japan,24
62715,Dragon Ball Super,1,131,ja,8.208,"With Majin Boo defeated half-a-year prior, peace returns to Earth, where Son Goku (now a radish farmer) and his friends now live peaceful lives. However, a new threat appears in the form of Beerus, the God of Destruction. Considered the most terrifying being in the entire universe, Beerus is eager to fight the legendary warrior seen in a prophecy foretold decades ago known as the Super Saiyan God. The series retells the events from the two Dragon Ball Z films, Battle of Gods and Resurrection 'F' before proceeding to an original story about the exploration of alternate universes.",False,"2015-07-05","2018-03-25",http://www.toei-anim.co.jp/tv/dragon_s,False,78.74100000000001,Scripted,Ended,"","Animation, Action & Adventure, Sci-Fi & Fantasy","",ja,Fuji TV,JP,日本語,"Toei Company, Toei Animation, Fuji Television Network, Fizz Sound Creation",Japan,24
62286,Fear the Walking Dead,8,113,en,7.693,"What did the world look like as it was transforming into the horrifying apocalypse depicted in ""The Walking Dead""? This spin-off set in Los Angeles, following new characters as they face the beginning of the end of the world, will answer that question.",False,"2015-08-23","2023-06-18",http://www.amc.com/shows/fear-the-walking-dead--1002242,True,282.366,Scripted,Returning Series,Every decision is life or death.,"Action & Adventure, Drama","Dave Erickson, Robert Kirkman","en, es",AMC,US,"English, Español","Valhalla Motion Pictures, AMC Studios, Circle of Confusion, Idiotbox, Skybound Entertainment",United States of America,0
2288,Prison Break,5,88,en,8.094,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.",False,"2005-08-29","2017-05-30",http://www.fox.com/prisonbreak,False,213.262,Scripted,Ended,Break in. Break out. Save your brother's life.,"Action & Adventure, Crime, Drama",Paul Scheuring,en,FOX,US,English,"Prison Break Productions, Adelstein-Parouse Productions, Original Television, 20th Century Fox Television","",45
65930,My Hero Academia,7,138,ja,8.672999999999998,"In a world where eighty percent of the population has some kind of super-powered Quirk, Izuku was unlucky enough to be born completely normal. But that won't stop him from enrolling in a prestigious hero academy. Now, he'll get his first taste of brutal rivalry from other schools as he braves the cutthroat, no-holds-barred provisional license exam.",False,"2016-04-03","2023-03-25",http://www.heroaca.com/,True,31.82,Scripted,Returning Series,"","Action & Adventure, Animation","",ja,"Nippon TV, MBS, TBS, YTV",JP,日本語,"BONES, Shueisha, movic, dentsu, Yomiuri Telecasting Corporation, Sony Music Entertainment (Japan), TOHO",Japan,24
37680,Suits,9,134,en,8.208,"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",False,"2011-06-23","2019-09-25",http://www.usanetwork.com/suits,False,745.23,Scripted,Ended,Two lawyers. One degree.,Drama,Aaron Korsh,en,USA Network,US,English,"Dutch Oven, Hypnotic, UCP",United States of America,42
