"id","name","number_of_seasons","number_of_episodes","original_language","vote_average","overview","adult","first_air_date","last_air_date","homepage","in_production","popularity","type","status","tagline","genres","created_by","languages","networks","origin_country","spoken_languages","production_companies","production_countries","episode_run_time"
65676,My Teen Romantic Comedy SNAFU,3,38,ja,8.4,"So exactly what’s going to happen when Hachiman Hikigaya, an isolated high school student with no friends, no interest in making any and a belief that everyone else’s supposedly great high school experiences are either delusions or outright lies, is coerced by a well meaning faculty member into joining the one member “Volunteer Services Club” run by Yukino Yukinoshita, who’s smart, attractive and generally considers everyone in her school to be her complete inferior?",False,"2013-04-05","2020-09-25",https://www.tbs.co.jp/anime/oregairu/,False,36.223,Scripted,Ended,"","Animation, Comedy, Drama","",ja,TBS,JP,日本語,"Brain's Base, feel., TBS",Japan,24
35935,Berserk,1,25,ja,8.5,"Guts, a man who calls himself ""The Black Swordsman"", looks back upon his days serving as a member of a group of mercenaries. Led by an ambitious, ruthless, and intelligent man named Griffith, together they battle their way into the royal court, and are forced into a fate that changes their lives.",False,"1997-10-08","1998-04-01","",False,39.553000000000004,Scripted,Ended,"","Action & Adventure, Sci-Fi & Fantasy, Animation",Kentaro Miura,ja,Nippon TV,JP,日本語,"OLM, VAP",Japan,23
1428,MythBusters,16,272,en,7.859,"MythBusters is a science entertainment television program created and produced by Australia's Beyond Television Productions for the Discovery Channel. The show's hosts, special effects experts Adam Savage and Jamie Hyneman, use elements of the scientific method to test the validity of rumors, myths, movie scenes, adages, Internet videos, and news stories.",False,"2003-01-23","2018-02-21",http://www.discovery.com/tv-shows/mythbusters,False,65.45,Scripted,Ended,Failure is always an option.,"Documentary, Reality",Peter Rees,en,"Discovery, SBS",US,English,Beyond Productions,"Australia, United States of America",43
96444,Interspecies Reviewers,1,12,ja,7.964,"In a world bursting at the seams with moe monsters and humanoids of the horned sort, which brave heroes will take it upon themselves to review the beastly babes of the red-light district? Can only one be crowned the ultimate title of best girl? Behold the most tantalizing of trials.",False,"2020-01-11","2020-03-28",https://isyuzoku.com/,False,60.233000000000004,Scripted,Ended,"","Animation, Comedy, Sci-Fi & Fantasy","",ja,AT-X,JP,日本語,Passione,Japan,23
5739,Dr. Horrible's Sing-Along Blog,1,3,en,7.558,"Aspiring super-villain Dr. Horrible wants to join the Evil League of Evil and win the girl of his dreams, but his nemesis, Captain Hammer, stops him at every turn.",False,"2008-07-15","2008-07-19",http://www.drhorrible.com/,False,10.5,Miniseries,Ended,"","Comedy, Drama, Sci-Fi & Fantasy","Joss Whedon, Jed Whedon, Zack Whedon, Maurissa Tancharoen",en,Hulu,US,English,Mutant Enemy Productions,United States of America,14
513,Batman Beyond,3,52,en,8.16,"As new villains overrun Gotham City of the future, the aging Bruce Wayne hangs up the cape of the once invincible Batman. But when troubled teenager Terry McGinnis stumbles upon the Dark Knight's secret, a new alliance is forged. And a triumphant new Batman is born.",False,"1999-01-10","2001-12-18","",False,33.986000000000004,Scripted,Ended,"","Animation, Action & Adventure, Mystery","",en,The WB,US,English,"Warner Bros. Animation, DC Comics","",24
85021,Gangs of London,2,17,en,7.93,"When the head of a criminal organisation, Finn Wallace is assassinated, the sudden power vacuum his death creates threatens the fragile peace between the intricate web of gangs operating on the streets of the city. Now it’s up to the grieving, volatile and impulsive Sean Wallace to restore control and find those responsible for killing his father.",False,"2020-04-23","2022-12-01",https://www.sky.com/watch/gangs-of-london,True,33.078,Scripted,Returning Series,Power isn't given. It's taken.,"Crime, Drama","Gareth Evans, Matt Flannery","en, it",Sky Atlantic,GB,"English, Italiano","SISTER, Pulse Films",United Kingdom,60
99494,Flower of Evil,1,16,ko,8.208,"Hiding a twisted past, a man maintains his facade as the perfect husband to his detective wife — until she begins investigating a series of murders.",False,"2020-07-29","2020-09-23",http://program.tving.com/tvn/evilflower/,False,24.498,Scripted,Ended,Some truths can ruin a life in a single moment.,"Drama, Crime, Mystery","Kim Cheol-kyu, Yoo Jung-hee","ko, th",tvN,KR,"한국어/조선말, ภาษาไทย","Studio Dragon, Monster Union",South Korea,70
2287,Batman,3,120,en,7.4,"Wealthy entrepreneur Bruce Wayne and his ward Dick Grayson lead a double life: they are actually crime fighting duo Batman and Robin. A secret Batpole in the Wayne mansion leads to the Batcave, where Police Commissioner Gordon often calls with the latest emergency threatening Gotham City. Racing to the scene of the crime in the Batmobile, Batman and Robin must (with the help of their trusty Bat-utility-belt) thwart the efforts of a variety of master criminals, including The Riddler, The Joker, Catwoman, and The Penguin.",False,"1966-01-12","1968-03-14",https://www.warnerbros.com/tv/batman-complete-series,False,63.04100000000001,Scripted,Canceled,The Worst Is Yet To Come,"Sci-Fi & Fantasy, Comedy, Action & Adventure","William Dozier, Lorenzo Semple Jr.",en,ABC,US,English,"20th Century Fox, Greenway Productions",United States of America,25
89844,"30 Coins (30 Monedas)",2,10,es,7.2,"Father Vergara—an exorcist, boxer and ex-convict—lives in a remote village in Spain. Hoping to be lost and forgotten, Vergara’s demons catch up to him.",False,"2020-11-29","2021-01-17",https://www.hbomax.com/es/es/series/urn:hbo:series:GX4h8rwVrhsPCwwEAAAIl,True,45.216,Scripted,Returning Series,Welcome to Hell.,"Crime, Mystery, Drama","","pt, es","HBO España, HBO Max",ES,"Português, Español","HBO Europe, Pokeepsie Films, HBO Latin America",Spain,0
66871,SIX,2,18,en,7.366,Action drama series inspired by the real missions of Navy SEAL Team Six.,False,"2017-01-18","2018-08-01",http://www.history.com/shows/six,False,24.886,Scripted,Canceled,"","War & Politics, Drama, Crime, Action & Adventure","William Broyles Jr., David Broyles",en,History,US,English,"The Weinstein Company, A+E Studios",United States of America,43
36,Medium,7,130,en,7.563,Allison Dubois works in the District Attorney’s office using her natural intuition about people and her ability to communicate with the dead to help to solve crimes. Her dreams often give her clues to the whereabouts of missing people.,False,"2005-01-03","2011-01-21",http://cbs.com/shows/medium/,False,66.529,Scripted,Ended,She Sees What Others Can't.,"Crime, Drama, Mystery, Sci-Fi & Fantasy",Glenn Gordon Caron,"en, it","NBC, CBS",US,"English, Italiano","Pointe Studios, Picturemaker Productions, Grammnet Productions, Paramount Television Studios, CBS Studios",United States of America,45
79086,Godfather of Harlem,3,30,en,8.120000000000001,"Loosely based on infamous crime boss Bumpy Johnson, who in the early 1960s returned from ten years in prison to find the neighborhood he once ruled in shambles. With the streets controlled by the Italian mob, Bumpy attempts to regain his piece of Harlem.",False,"2019-09-29","2023-03-26",https://mgmplus.com/series/godfather-of-harlem,True,51.749,Scripted,Returning Series,Harlem is mine.,"Crime, Drama","Chris Brancato, Paul Eckstein","en, pt","Epix, MGM+",US,"English, Português","ABC Signature, Significant Productions",United States of America,56
69998,"Hugo Chávez, El Comandante",1,102,es,7.2,"The life of Hugo Chavez; from childhood, his arrival to power, confrontations, and loves to his last days as president.",False,"2017-01-31","2017-06-29",http://elcomandante.tntla.com/,False,20.330000000000002,Scripted,Ended,"","Documentary, Drama","",es,TNT Latin America,"VE, CO, US",Español,"Sony Pictures Television International, Telemundo Studios","",50
129035,The Walking Dead: Origins,1,4,en,7.801,"The Walking Dead: Origins is a series of specials exploring the journeys of the series' most celebrated characters. Each episode charts the story of the zombie apocalypse from the point of view of a single character and features new interviews and narrations from the actors that portray these iconic characters, interwoven with clips from the most pivotal moments of their journeys so far.",False,"2021-07-15","2021-08-05",https://www.amc.com/twdu/the-walking-dead-origins,False,49.443,Scripted,Ended,"",Documentary,"",en,AMC,US,English,"Embassy Row, AMC Studios",United States of America,0
210232,The Watcher,1,7,en,7.340000000000001,"A family moves into their suburban dream home, only to discover they've inherited a nightmare.",False,"2022-10-13","2022-10-13",https://www.netflix.com/title/81380441,True,21.349,Scripted,Returning Series,Based on the shocking true story.,"Drama, Mystery","Ryan Murphy, Ian Brennan",en,Netflix,US,English,Ryan Murphy Productions,United States of America,48
44824,Pasión prohibida,1,107,es,7.888,"Pasión Prohibida is a Spanish-language telenovela produced by United States-based television network Telemundo Television Studios, Miami. It is a remake of the Turkish telenovela Aşk-ı Memnu by Ece Yörenç and Melek Gençoğlu. It has been adapted from Halit Ziya Uşaklıgil's novel Aşk-ı Memnu, published in 1900, but takes place in the modern-day Miami, instead of the novel's late 19th century setting. Jencarlos Canela and Mónica Spear starred as the protagonists.",False,"2013-01-22","2015-03-27","",False,34.549,Scripted,Ended,"","",Halid Ziya Uşaklıgil,"en, fr, es",Telemundo,US,"English, Français, Español","","",0
1940,Entourage,8,96,en,7.317,Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.,False,"2004-07-18","2011-09-11",https://www.hbo.com/entourage,False,60.58,Scripted,Ended,A lifestyle is a terrible thing to waste.,"Comedy, Drama",Doug Ellin,en,HBO,US,English,"Leverage, Closest to the Hole Productions","",24
60585,Bosch,7,68,en,7.984999999999999,"Based on Michael Connelly's best-selling novels, these are the stories of relentless LAPD homicide Detective Harry Bosch who pursues justice at all costs. But behind his tireless momentum is a man who is haunted by his past and struggles to remain loyal to his personal code: “Everybody counts or nobody counts.”",False,"2015-01-14","2021-06-24",http://www.amazon.com/Bosch/dp/B00I3MMLHC,False,121.65,Scripted,Ended,Every murder tells the tale of a city.,"Mystery, Drama, Crime",Eric Overmyer,en,Prime Video,US,English,"Hieronymus Pictures, Fabrik Entertainment, Amazon Studios",United States of America,45
1410,Revolution,2,42,en,6.385,"One day, electricity just stopped working and the world was suddenly thrust back into the dark ages. Now, 15 years later, a young woman's life is dramatically changed when a local militia arrives and kills her father, who mysteriously—and unbeknownst to her—had something to do with the blackout. An unlikely group sets out off on a daring journey to find answers about the past in the hopes of reclaiming the future.",False,"2012-09-17","2014-05-21",http://www.nbc.com/revolution,False,11.071,Scripted,Canceled,Take back the power.,"Sci-Fi & Fantasy, Drama",Eric Kripke,en,NBC,US,English,Kripke Enterprises,United States of America,42
61671,Unbreakable Kimmy Schmidt,4,51,en,7.171000000000001,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",False,"2015-03-06","2019-01-25",https://www.netflix.com/title/80025384,False,38.44,Scripted,Ended,Life begins when the world doesn't end.,Comedy,"Tina Fey, Robert Carlock",en,Netflix,US,English,"Universal Television, Little Stranger","",30
73544,Warrior,3,30,en,8.027000000000001,"A gritty, action-packed crime drama set during the brutal Tong Wars of San Francisco’s Chinatown in the second half of the 19th century. The series follows Ah Sahm, a martial arts prodigy who immigrates from China to San Francisco under mysterious circumstances, and becomes a hatchet man for one of Chinatown’s most powerful tongs.",False,"2019-04-05","2023-08-17",https://www.max.com/shows/da36cb5e-3528-4354-a31c-c84610de672b,True,96.299,Scripted,Returning Series,This isn't China. This is Chinatown.,"Crime, Drama, Action & Adventure",Jonathan Tropper,"en, zh","Cinemax, Max",US,"English, 普通话","Perfect Storm Entertainment, Bruce Lee Entertainment, Tropper Ink Productions",United States of America,55
117023,Sky Rojo,3,24,es,7.612,"On the run from their pimp and his henchmen, three women embark on a wild and crazy journey in search of freedom.",False,"2021-03-19","2023-01-13",https://www.netflix.com/title/81012637,False,22.98,Scripted,Ended,"","Action & Adventure, Crime, Drama","Álex Pina, Esther Martínez Lobato",es,Netflix,ES,Español,Vancouver Media,Spain,26
62699,The Young Pope,1,10,it,7.703999999999999,"Lenny Belardo, the youngest and first American Pope in the history of the Church, must establish his new papacy and navigate the power struggles of the closed, secretive Vatican.",False,"2016-10-21","2016-11-18",http://www.hbo.com/the-young-pope,False,12.230999999999998,Miniseries,Ended,His religion is revolution.,Drama,Paolo Sorrentino,en,Sky Atlantic ,IT,English,"Mediapro, Wildside, Haut et Court","France, Italy, Spain",55
93287,The Flight Attendant,2,16,en,7.333,"Flight attendant Cassandra Bowden wakes in her hotel room hungover from the night before in Dubai with a dead body lying next to her. Afraid to call the police, she continues her morning as if nothing happened. In New York, she is met by FBI agents who question her about her recent layover in Bangkok. Still unable to piece the night together, she begins to wonder if she could be the killer.",False,"2020-11-26","2022-05-26",https://www.max.com/shows/b23a0db7-a12b-4205-a7e0-3eb372e34fd3,False,35.773,Scripted,Ended,The woman who knew too much.,"Drama, Mystery, Comedy",Steve Yockey,"en, it",HBO Max,US,"English, Italiano","Yes, Norman Productions, Berlanti Productions, Warner Bros. Television",United States of America,0
88052,Black Summer,2,16,en,7.071000000000001,"In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.",False,"2019-04-11","2021-06-17",https://www.netflix.com/title/80198988,False,20.329,Scripted,Canceled,"","Sci-Fi & Fantasy, Drama, Action & Adventure","John Hyams, Karl Schaefer",en,Netflix,US,English,"The Asylum, Polyscope Productions",United States of America,45
2327,Dawson's Creek,6,128,en,7.390000000000001,Dawson's Creek is an American teen drama that portrays the fictional lives of a close-knit group of teenagers through high school and college.,False,"1998-01-20","2003-05-14","",False,335.315,Scripted,Ended,It's the end of something simple. And the beginning of everything else.,Drama,Kevin Williamson,en,The WB,US,English,"Sony Pictures Television Studios, Outerbanks Entertainment, Columbia TriStar Television, Granville Productions, Procter & Gamble Productions",United States of America,44
2902,Queer As Folk,5,83,en,8.287,"Brash humor and genuine emotion make up this original series revolving around the lives, loves, ambitions, careers and friendships of a group of gay men and women living on Liberty Avenue in contemporary Pittsburgh, PA. The show offers an unapologetic look at modern, urban gay and lesbian lives while addressing the most critical health and political issues affecting the community. Sometimes racy, sometimes sensitive and always straight to the heart.",False,"2000-12-03","2005-08-07",http://www.sho.com/queer-as-folk,False,104.27799999999999,Scripted,Ended,You know you want it.,Drama,"Daniel Lipman, Ron Cowen",en,Showtime,US,English,"Showtime Networks, Cowlip Productions, Tony Jonas Productions, Temple Street Productions","United States of America, Canada",45
66433,Scarlet Heart: Ryeo,1,20,ko,8.635,A story of a 25-year old Go Ha-jin who is transported back in time to the Goryeo Dynasty. She then wakes up in the body of Lady Hae-soo and finds herself amongst the ruling princes of the Wang Family.,False,"2016-08-29","2016-11-01",http://tv.sbs.co.kr/scarletheart,False,23.658,Scripted,Ended,"I'll be waiting for you, even if it's for a thousand years.","Drama, Sci-Fi & Fantasy, War & Politics",Tong Hua,ko,SBS,KR,한국어/조선말,"YG Entertainment, NBCUniversal",South Korea,60
549,Law & Order,22,488,en,7.5,"In cases ripped from the headlines, police investigate serious and often deadly crimes, weighing the evidence and questioning the suspects until someone is taken into custody. The district attorney's office then builds a case to convict the perpetrator by proving the person guilty beyond a reasonable doubt. Working together, these expert teams navigate all sides of the complex criminal justice system to make New York a safer place.",False,"1990-09-13","2023-05-18",http://www.nbc.com/law-order,True,288.392,Scripted,Returning Series,"In the complex process of determining guilt and innocence, lives often hang in the balance.","Crime, Drama",Dick Wolf,en,NBC,US,English,"Wolf Entertainment, Universal Television, Universal Media Studios",United States of America,42
100412,The Baby-Sitters Club,2,18,en,8.002,"In this contemporary take on the beloved book series, five best friends launch a baby-sitting business that's big on fun and adventure.",False,"2020-07-03","2021-10-11",https://www.netflix.com/title/81005407,False,15.953,Scripted,Canceled,Join the club!,Kids,Rachel Shukert,en,Netflix,US,English,Walden Media,United States of America,28
33761,Triumph of Love,1,172,es,7.7,A love story between a young girl wishing to become a professional model and a rich boy who works in a fashion house and falls in love with her.,False,"2010-10-25","2011-06-26",http://www.televisa.esmas.com/entretenimiento/telenovelas/triunfo-del-amor/,False,82.19399999999999,Scripted,Ended,"",Soap,"Liliana Abud, Delia Fiallo",es,"Univision, Las Estrellas",MX,Español,"",Mexico,45
88046,Fire Force,3,48,ja,8.492999999999999,"Year 198 of the Solar Era in Tokyo, special fire brigades are fighting against a phenomenon called spontaneous human combustion where humans beings are turned into living infernos called ""Infernals"". While the Infernals are first generation cases of spontaneous human combustion, later generations possess the ability to manipulate flames while retaining human form. Shinra Kusakabe, a youth who gained the nickname Devil's Footprints for his ability to ignite his feet at will, joins the Special Fire Force Company 8 which composes of other flames users as they work to extinguish any Infernals they encounter. As a faction that is creating Infernals appears, Shira begins to uncover the truth behind a mysterious fire that caused the death of his family twelve years ago.",False,"2019-07-05","2020-12-12",https://fireforce-anime.jp,True,10.897,Scripted,Returning Series,"","Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy","",ja,"TBS, Tohoku Broadcasting, SBC, HBC, CBC, MBS",JP,日本語,"David Production, DMM music, bilibili, DMM pictures, Funimation Global Group, Kodansha, MBS",Japan,24
79863,Pretty Little Liars: The Perfectionists,1,10,en,7.862,"In Beacon Heights, a seemingly perfect town, a group of three college friends struggle with the stress of being overachievers. In the aftermath of the town’s first murder, each Perfectionist hides behind a secret, a lie and an alibi.",False,"2019-03-20","2019-05-22",https://freeform.go.com/shows/pretty-little-liars-the-perfectionists,False,10.583,Scripted,Canceled,New lies. New liars.,"Mystery, Crime, Drama",I. Marlene King,en,Freeform,US,English,"Alloy Entertainment, Long Lake Media, Warner Horizon Television",United States of America,42
127865,The Chestnut Man,1,6,da,7.5840000000000005,"At a grisly murder scene sits a figurine made of chestnuts. From this creepy clue, two detectives hunt a killer linked to a politician's missing child.",False,"2021-09-29","2021-09-29",https://www.netflix.com/title/81039388,False,15.75,Miniseries,Ended,"If you find one, he's already found you.","Crime, Drama","Søren Sveistrup, Mikkel Serup, David Sandreuter, Dorte Warnøe Høgh",da,Netflix,DK,Dansk,SAM Productions,Denmark,55
60858,Heroes Reborn,1,13,en,6.848999999999999,"The supernatural phenomenon begins again with a fresh crop of inspiring heroes who take on the ultimate struggle between those with extraordinary abilities and those with nefarious motives to hunt and harness their powers. Epic adventures await these newly empowered allies as they cross paths with some of the original characters, unlocking the mysterious fate of the universe and their place within it.",False,"2015-09-24","2016-01-21",http://www.nbc.com/heroes,False,17.078,Scripted,Ended,A new phenomenon begins,Sci-Fi & Fantasy,Tim Kring,en,NBC,US,English,"","",43
3772,"Walker, Texas Ranger",9,202,en,6.965000000000001,"Modern-day Texas Ranger, Cordell Walker's independent crime-solving methods have their roots in the rugged traditions of the Old West. Walker's closest friend is former Ranger, C.D. Parker, who retired after a knee injury, and now owns ""C.D.'s,"" a Country/Western saloon/restaurant. Rookie Ranger, James ""Jimmy"" Trivette is an ex-football player who bases his crime-solving methods on reason and uses computers and cellular phones. Alex Cahill is the Assistant DA who shares a mutual attraction with Walker, but often disagrees with his unorthodox approach to law enforcement.",False,"1993-04-21","2001-05-19","",False,209.122,Scripted,Ended,"","Action & Adventure, Drama","Paul Haggis, Albert S. Ruddy",en,CBS,US,English,"",United States of America,45
92468,La Familia del Barrio,6,95,es,8.457,"",False,"2004-08-20","2013-05-05",https://www.lafamiliadelbarrio.com/,True,13.594999999999999,Scripted,Returning Series,"",Comedy,"Teco Lebrija, Arturo Navarro",es,"",MX,Español,Firefly Films (MX),Mexico,28
2224,The Daily Show,29,3830,en,6.3,"Trevor Noah and The World's Fakest News Team tackle the biggest stories in news, politics and pop culture.",False,"1996-07-22","2023-05-01",https://www.cc.com/shows/the-daily-show,True,2016.7810000000002,Talk Show,Returning Series,When news breaks we fix it.,"News, Comedy","Lizz Winstead, Madeleine Smithberg",en,Comedy Central,US,English,"",United States of America,30
46511,Utopia,2,12,en,8.03,"The  Utopia Experiments is a legendary graphic novel shrouded in mystery.  When a group of strangers find themselves in possession of an original  manuscript, their lives suddenly and brutally implode.",False,"2013-01-15","2014-08-12",http://www.channel4.com/programmes/utopia,False,18.82,Scripted,Canceled,The Network is watching.,"Mystery, Drama, Action & Adventure, Sci-Fi & Fantasy, Comedy",Dennis Kelly,en,Channel 4,GB,English,Kudos,United Kingdom,50
4615,Hercules: The Legendary Journeys,6,111,en,6.997999999999999,The legendary son of Zeus journeys across the earth fighting monsters and helping people.,False,"1995-01-29","1999-11-27","",False,114.324,Scripted,Ended,"","Action & Adventure, Drama, Sci-Fi & Fantasy",Christian Williams,"en, sk",Syndication,US,"English, Slovenčina","Universal Television, MCA Television, Pacific Renaissance Pictures, Renaissance Pictures, USA Network","United States of America, New Zealand",44
114395,A Love So Beautiful,1,24,ko,8.422,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",False,"2020-12-28","2021-02-20",https://tv.kakao.com/channel/3716525,False,28.923000000000002,Scripted,Ended,"","Drama, Comedy","Choi Yoo-Jung, Jang Yoo-Yeon",ko,"Netflix, Kakao TV",KR,한국어/조선말,"Whynot Media, Kakao Entertainment",South Korea,24
1777,Boy Meets World,7,158,en,8.336,"The coming of age events and everyday life-lessons of Cory Matthews, a Philadelphian who grows up from a young boy to a married man.",False,"1993-09-24","2000-05-05","",False,141.102,Scripted,Ended,"","Drama, Comedy","Michael Jacobs, April Kelly",en,ABC,US,English,"Michael Jacobs Productions, Touchstone Television",United States of America,24
116450,And Just Like That…,2,21,en,7.542,"This new chapter of “Sex and the City” follows Carrie, Miranda and Charlotte as they navigate the journey from the complicated reality of life and friendship in their 30s to the even more complicated reality of life and friendship in their 50s.",False,"2021-12-09","2023-08-24",https://www.max.com/shows/b9c27771-247a-459d-b751-85460d3fd5a2,True,56.003,Scripted,Returning Series,New beginnings are in season.,"Comedy, Drama",Darren Star,en,"HBO Max, Max",US,English,"Michael Patrick King Productions, Pretty Matches Productions, Rialto Films",United States of America,44
1830,Tiny Toon Adventures,3,98,en,7.786,Follow the adventures of a group of young cartoon characters who attend the Acme Looniversity to become the next generation of characters from the Looney Tunes series.,False,"1990-09-14","1992-12-06","",False,192.928,Scripted,Ended,"","Animation, Comedy, Family, Kids","",en,"CBS, Syndication, Fox Kids",US,English,"Amblin Television, Warner Bros. Television",United States of America,30
4271,Farscape,5,90,en,7.9159999999999995,A freak accident during an experimental space mission catapults Astronaut John Crichton across a thousand galaxies to an alien battlefield.,False,"1999-03-19","2004-10-18",http://www.farscape.com/,False,99.022,Scripted,Ended,"My name is John Crichton, an astronaut.  I'm just looking for a way home.","Sci-Fi & Fantasy, Action & Adventure",Rockne S. O'Bannon,"it, hu, en","Nine Network, Syfy","US, AU","Italiano, Magyar, English","The Jim Henson Company, Hallmark Entertainment, Jim Henson Television, Nine Network Australia","Australia, United States of America",60
51019,Almost Human,1,13,en,7.390000000000001,"The year is 2048. By mandate, every cop must partner with a robot. Detective John Kennex returns to work after waking up from a 17-month coma. As he adjusts to working with his new partner, Dorian, a discontinued android with unexpected emotional responses, John also must learn to get along with his new colleagues.",False,"2013-11-17","2014-03-03",http://www.fox.com/almost-human/,False,13.925999999999998,Scripted,Canceled,Some cops are born. Others are made.,"Drama, Crime, Sci-Fi & Fantasy, Action & Adventure",J.H. Wyman,en,FOX,US,English,"Frequency Films, Bad Robot, Warner Bros. Television","",43
88324,Virgin River,5,54,en,8.032,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",False,"2019-12-06","2023-09-07",https://www.netflix.com/title/80240027,True,54.19199999999999,Scripted,Returning Series,"",Drama,Sue Tenney,en,Netflix,US,English,Reel World Management,United States of America,45
42295,Hemlock Grove,3,33,en,7.146000000000001,"One cannot quench his all-consuming thirst. The other cannot tame the beast clawing its way out. In the sleepy Pennsylvania village of Hemlock Grove, two young men struggle to accept painful truths: about family, themselves, the mystery of the White Tower - and a terrifying new threat so powerful it will turn them from predators into prey.",False,"2013-04-19","2015-10-23",https://www.netflix.com/title/70242310,False,29.05,Scripted,Ended,Even demons have demons.,Mystery,Brian McGreevy,en,Netflix,US,English,"Shinebox SMC, Gaumont International Television, United Bongo Drum",United States of America,60
197588,Man Vs Bee,1,9,en,7.26,"A man finds himself at war with a bee while house-sitting a luxurious mansion. Who will win, and what irreparable damage will be done in the process?",False,"2022-06-24","2022-06-24",https://www.netflix.com/title/81222715,False,18.764000000000003,Scripted,Canceled,Prepare for battle.,"Comedy, Family","Rowan Atkinson, Will Davies",en,Netflix,GB,English,"HouseSitter Productions, Redrum Films",United Kingdom,11
73467,Godless,1,7,en,7.723999999999999,"A ruthless outlaw terrorizes the West in search of a former member of his gang, who’s found a new life in a quiet town populated only by women.",False,"2017-11-22","2017-11-22",https://www.netflix.com/title/80097141,False,37.013999999999996,Miniseries,Ended,Welcome to no man’s land.,"Western, Drama",Scott Frank,en,Netflix,US,English,"Casey Silver Productions, Flitcraft, Extension 765",United States of America,80
3137,Babylon 5,5,110,en,8.109,"Babylon 5 is a five-mile long space station located in neutral space. Built by the Earth Alliance in the 2250s, its goal is to maintain peace among the various alien races by providing a sanctuary where grievances and negotiations can be worked out among duly appointed ambassadors. A council made up of representatives from the five major space-faring civilizations - the Earth Alliance, Minbari Federation, Centauri Republic, Narn Regime, and Vorlon Empire - work with the League of Non-Aligned Worlds to keep interstellar relations under control. Aside from its diplomatic function, Babylon 5 also serves as a military post for Earth and a port of call for travelers, traders, businessmen, criminals, and Rangers.",False,"1994-01-26","1998-11-25",http://babylon5.warnerbros.com/,False,49.85600000000001,Scripted,Ended,"The last, best hope for peace.","Drama, Sci-Fi & Fantasy",J. Michael Straczynski,en,"TNT, Syndication, Prime Time Entertainment Network",US,English,"Babylonian Productions, Warner Bros. Television",United States of America,45
82282,"Like, la Leyenda",1,96,es,7.8,"The experiences of a group of young people interned at the Life Institute of Knowledge and Evolution (LIKE), a prestigious and cosmopolitan educational institution, with a supposedly modern and open educational system, but in reality it is deeply traditional and schematic.",False,"2018-09-10","2019-01-21",http://likelaleyenda.com,False,31.656,Scripted,Canceled,"","Drama, Soap",Pedro Damián,"en, he, es, pt, ja",Las Estrellas,MX,"English, עִבְרִית, Español, Português, 日本語",Televisa,"Israel, Mexico",0
15079,The Suite Life on Deck,3,73,en,7.917999999999999,"Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner owned by London's father. The ship cruises the world with tourists and students who attend classes at Seven Seas High, the one high school that London's dad thinks will make his daughter a better student. While out at sea, Zack and Cody still have their compass pointed towards mischief, and London learns to live a ""fabu-less"" lifestyle, including sharing a small room with Bailey, a country girl from Kansas.",False,"2008-09-26","2011-05-06",http://disneychannel.disney.com/suite-life-on-deck,False,136.095,Scripted,Ended,"","Comedy, Family, Kids","Pamela Eells, Danny Kallis, Jim Geoghan",en,Disney Channel,US,English,"Bon Mot Productions, Danny Kallis Productions, It's a Laugh Productions",United States of America,23
236,The Flash,1,22,en,7.4,"When a bolt of lightening crashes through a police crime lab, a mix of electrically charged substances bathes chemist Barry Allen, transforming him into the fastest man alive--The Flash.",False,"1990-09-20","1991-05-18",https://www.dc.com/tv/the-flash-1990-1991,False,32.955,Scripted,Canceled,"","Action & Adventure, Crime, Drama, Sci-Fi & Fantasy","Danny Bilson, Paul De Meo",en,CBS,US,English,"Warner Bros. Television, Pet Fly Productions",United States of America,45
79084,Pose,3,26,en,8.293,"A dance musical that explores the juxtaposition of several segments of 1980s life and society in New York: the ball culture world, the rise of the luxury Trump-era universe and the downtown social and literary scene.",False,"2018-06-03","2021-06-06",http://www.fxnetworks.com/shows/pose,False,23.037,Scripted,Ended,The original queens have arrived.,Drama,"Ryan Murphy, Brad Falchuk, Steven Canals",en,FX,US,English,"Fox 21 Television Studios, FX Productions",United States of America,42
128883,Hometown Cha-Cha-Cha,1,16,ko,8.233,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",False,"2021-08-28","2021-10-17",http://program.tving.com/tvn/chachacha,False,35.367,Miniseries,Ended,"Eventually, we found each other once again.","Comedy, Drama","Yu Je-won, Shin Ha-eun",ko,tvN,KR,한국어/조선말,"Studio Dragon, GTist",South Korea,78
112314,Archive 81,1,8,en,7.218999999999999,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,False,"2022-01-14","2022-01-14",https://www.netflix.com/title/80222802,False,20.088,Scripted,Canceled,Rewind to reveal the truth.,"Drama, Mystery, Sci-Fi & Fantasy",Rebecca Sonnenshine,en,Netflix,US,English,Atomic Monster,United States of America,53
